PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Additional comments
1,374280533,134135408,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O[C@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)O)O)O)O[C@H]4CC[C@]5([C@H](C4(C)C)CC[C@@]6([C@@H]5CC=C7[C@]6(CC[C@@]8([C@H]7CC(CC8)(C)C)C(=O)OCC9=CC=CC=C9)C)C)C)CO)O)O)O,Unspecified,,,,Selectivity Index,=,1.29,
2,381863230,13991590,C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=C3C=C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)O)O,Unspecified,,,,Selectivity Index,>,25.97,
3,469798811,164609048,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O[C@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)O)O)O)O[C@H]4CC[C@]5([C@H](C4(C)C)CC[C@@]6([C@@H]5CC=C7[C@]6(CC[C@@]8([C@H]7CC(CC8)(C)C)C(=O)NC9=CC=CC=C9OC)C)C)C)CO)O)O)O,Unspecified,,,,Selectivity Index,=,5.64,
4,469800311,164610122,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O[C@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)O)O)O)O[C@H]4CC[C@]5([C@H](C4(C)C)CC[C@@]6([C@@H]5CC=C7[C@]6(CC[C@@]8([C@H]7CC(CC8)(C)C)C(=O)NCC9=CC=CC=C9OC)C)C)C)CO)O)O)O,Unspecified,,,,Selectivity Index,=,2,
5,469803209,164612225,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O[C@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)O)O)O)O[C@H]4CC[C@]5([C@H](C4(C)C)CC[C@@]6([C@@H]5CC=C7[C@]6(CC[C@@]8([C@H]7CC(CC8)(C)C)C(=O)NCC9=CC=CS9)C)C)C)CO)O)O)O,Unspecified,,,,Selectivity Index,=,5.92,
6,469806591,164614641,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O[C@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)O)O)O)O[C@H]4CC[C@]5([C@H](C4(C)C)CC[C@@]6([C@@H]5CC=C7[C@]6(CC[C@@]8([C@H]7CC(CC8)(C)C)C(=O)NC9=CC(=CC=C9)OC)C)C)C)CO)O)O)O,Unspecified,,,,Selectivity Index,>,12,
7,469807143,164615052,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O[C@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)O)O)O)O[C@H]4CC[C@]5([C@H](C4(C)C)CC[C@@]6([C@@H]5CC=C7[C@]6(CC[C@@]8([C@H]7CC(CC8)(C)C)C(=O)NC9=CC=CC=C9Cl)C)C)C)CO)O)O)O,Unspecified,,,,Selectivity Index,=,5.06,
8,469807656,164615415,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O[C@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)O)O)O)O[C@H]4CC[C@]5([C@H](C4(C)C)CC[C@@]6([C@@H]5CC=C7[C@]6(CC[C@@]8([C@H]7CC(CC8)(C)C)C(=O)NCC9=CC=CC=C9Cl)C)C)C)CO)O)O)O,Unspecified,,,,Selectivity Index,>,15.82,
