PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment,Data Validity Comment
RESULT_TYPE,,,,,,,,STRING,STRING,FLOAT,STRING,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments,Comment reflecting whether the values for this activity measurement are likely to be correct
1,160669400,57412324,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COS(=O)(=O)[O-])O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)COS(=O)(=O)[O-])O[C@@H]8[C@@H]([C@H]([C@@H]([C@H](O8)COS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])C)C.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Unspecified,,,,IC50,=,29.6,ug.mL-1,,
2,519998255,177639052,C1=C(C2=NON=C2C(=C1)[N+](=O)[O-])NCC3=CN(N=N3)CCCCCCCCCCC(=O)NCCCCCCO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COS(=O)(=O)[O-])O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COS(=O)(=O)[O-])O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)COS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Inactive,,,Potential missing data,IC50,,,,Not Active,
3,520015802,177646990,C(CCCCCNC(=O)CCCCCCCCCCN=[N+]=[N-])CCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COS(=O)(=O)[O-])O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COS(=O)(=O)[O-])O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Inactive,,,Potential missing data,IC50,,,,Not Active,
4,520015969,177380379,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@@H](O5)COS(=O)(=O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@@H](O6)COS(=O)(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)C)C,Unspecified,,,,IC50,=,32.1,ug.mL-1,,
5,520017088,177647543,C[C@H](CCC[C@@H](C)[C@H]1CC[C@@H]2C1CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COS(=O)(=O)[O-])O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)COS(=O)(=O)[O-])O[C@@H]8[C@@H]([C@H]([C@@H]([C@H](O8)COS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])C)CN=[N+]=[N-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Unspecified,,,,IC50,=,16.7,ug.mL-1,,
6,520018032,177647990,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@@H](O5)C(=O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@@H](O6)C(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)C)C,Unspecified,,,,IC50,=,33.7,ug.mL-1,,
7,520018706,177380378,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@@H](O5)C(=O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@@H](O6)C(=O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@@H](O7)C(=O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@@H](O8)C(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)C)C,Unspecified,,,,IC50,=,48.5,ug.mL-1,,
8,520019134,177648501,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COS(=O)(=O)[O-])O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)COS(=O)(=O)[O-])O[C@@H]8[C@@H]([C@H]([C@@H]([C@H](O8)COS(=O)(=O)[O-])O[C@@H]9[C@@H]([C@H]([C@@H]([C@H](O9)COS(=O)(=O)[O-])O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])C)C.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Unspecified,,,,IC50,=,11.9,ug.mL-1,,
